metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
L-Citrulline	PGAM2	-0.206411287	-0.114569275	-0.014510994	0.034601218	0.003830953	0.05468557
Acetoacetate;2-Ketobutyric acid	PGAM2	-0.193867284	-0.177559361	-0.003236672	0.060659471	0.004055763	0.057039047
Inosine 5-triphosphate	PGAM2	-2.383046547	0.789607203	0.002414691	0.276097889	0.004356339	0.060308339
Nicotinamide ribotide	PGAM2	-0.387166759	0.472211257	0.072306067	0.141697091	0.004768738	0.064743311
Oxaloacetic acid	PGAM2	-1.704756202	0.440977923	-0.022072659	0.164693926	0.004929842	0.066405205
Guanosine 5-diphosphate	PGAM2	-1.172579388	0.618184746	0.023224013	0.213439302	0.005311747	0.070325175
Guanosine 5-triphosphate	PGAM2	-2.721784991	1.164393002	0.020550486	0.411069808	0.005392538	0.071179875
Isobutyrylglycine	PGAM2	-0.216027737	-0.136043694	-0.015638863	0.043635298	0.00579174	0.075371411
Uridine 5-diphosphate	PGAM2	-0.915484176	0.471455352	-0.00439847	0.17893483	0.007828706	0.095126917
Cyclic AMP	PGAM2	-0.052077255	-0.349265908	-0.008478362	0.12832702	0.007916323	0.096036296
3-Hydroxybutyryl coenzyme A	PGAM2	-0.80144861	0.945805083	0.06030788	0.335211973	0.008251453	0.099255135
3-methyl-2-oxobutyrate	PGAM2	-0.231196122	-0.135183924	-0.01089795	0.047975898	0.009581104	0.111650095
L-Dihydroorotic acid	PGAM2	-0.504376929	-0.232076821	0.018471652	0.097041499	0.009826677	0.113956532
Cytidine monophosphate	PGAM2	-0.409992726	-0.223749203	0.151852994	0.145517022	0.009846995	0.114116698
Xanthurenic acid	PGAM2	0.431405135	-0.636832177	-0.009515436	0.247562386	0.011277698	0.126060488
Uracil	PGAM2	-0.079493435	0.296771775	0.01956782	0.115161187	0.016079972	0.163515975
2-Deoxycytidine 5-diphosphate	PGAM2	-0.541701672	0.253318628	-0.038301044	0.122482215	0.017269723	0.171796033
NADH	PGAM2	-4.052995541	-2.017862831	0.088878397	0.887064184	0.017550891	0.173778173
N-Acetyl-L-glutamic acid	PGAM2	-0.161294077	0.256956595	-0.056982241	0.132705701	0.017997134	0.177189595
"4,6-Dioxoheptanoic acid"	PGAM2	-0.205674942	-0.136794528	-0.008295577	0.055220985	0.019965537	0.191132966
Glyoxylate	PGAM2	-0.051062098	0.208151327	0.002402196	0.088620717	0.02025006	0.193364186
L-a-Aspartyl-L-phenylalanine	PGAM2	-0.153610125	0.379944555	0.115003312	0.123722699	0.032240848	0.265631061
Malonyl coenzyme A	PGAM2	-1.669391137	-0.356506227	0.065434816	0.200736266	0.035556151	0.285436575
Hydroxypyruvate	PGAM2	-0.278074789	-0.127991585	-0.019179925	0.052231529	0.037227871	0.294719714
Citraconic acid	PGAM2	-0.382534134	-0.181196215	-0.020500043	0.078097877	0.039626109	0.308220184
Uridine	PGAM2	-0.132081616	0.373751216	0.048285749	0.159366056	0.041126652	0.31607328
L-Pyroglutamic acid;D-Pyroglutamic Acid	PGAM2	-0.228305176	-0.130859136	-0.025269195	0.051851492	0.041711051	0.31902678
D-Glyceraldehyde;L-Lactic acid;3-Hydroxypropionic acid	PGAM2	-0.148354746	-0.103398277	-0.009653426	0.046087987	0.04194747	0.320508888
Leucinic acid;D-Leucic acid;2-Hydroxy-3-methylpentanoic acid	PGAM2	-0.16873454	-0.120385586	-0.003311502	0.057926651	0.043272043	0.325356718
Cyclic GMP	PGAM2	-0.093928366	-0.122163275	0.021792176	0.072169885	0.046078358	0.339594721
2-Methylbutyrylglycine;Isovalerylglycine	PGAM2	-0.169104455	-0.090997156	-0.017030827	0.037125832	0.046336574	0.340638885
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	PGAM2	-0.136392431	-0.162956558	-0.016099123	0.073801145	0.046601152	0.34158441
Benzoate	PGAM2	-0.122750961	-0.177292504	-0.006101456	0.087555837	0.050556941	0.361021022
Homovanillic acid	PGAM2	-0.176129161	-0.126397442	-0.020856964	0.054046793	0.050847904	0.362606618
"DL-3,4-Dihydroxymandelic acid"	PGAM2	-0.26797638	-0.127533218	-0.01683746	0.057249709	0.053167227	0.374048868
L-Valine	PGAM2	-0.234171441	-0.136628086	-0.032267114	0.054222064	0.054267442	0.378828077
L-Threonine	PGAM2	-0.177602367	-0.126448289	-0.026316439	0.052101065	0.054621209	0.380137602
D-Lactaldehyde	PGAM2	-0.389417767	-0.143185854	-0.021659218	0.063825301	0.056903526	0.39029098
2-Deoxyguanosine	PGAM2	-0.580029487	-0.318938064	0.036537707	0.188586439	0.059436758	0.400872399
"DL-3,4-Dihydroxyphenyl glycol"	PGAM2	-0.21477576	-0.156466979	-0.018521765	0.078501719	0.078879399	0.472758564
N-a-Acetyl-L-ornithine	PGAM2	-0.741888433	-0.228247592	0.018365488	0.140769653	0.079792562	0.476576381
6-Deoxy-L-galactonic acid	PGAM2	0.186965717	0.225401973	-0.026453834	0.144370831	0.081070864	0.480463379
Flavin adenine dinucleotide	PGAM2	-0.289970818	-0.312512434	-0.080468684	0.138951725	0.094927382	0.525461259
Orotidine 5-monophosphate	PGAM2	-0.486601635	0.396513495	0.022989282	0.224002094	0.095414384	0.52693738
2-Methylglutaric acid;3-Methylglutaric acid;Adipic acid	PGAM2	-0.292481718	-0.100277628	-0.021002849	0.048415896	0.101552999	0.545716421
Urea	PGAM2	-0.012429498	0.241143931	0.021911294	0.134073144	0.102013019	0.547126705
Phosphatidylcholine	PGAM2	-0.295557904	-0.152769817	-0.007110933	0.089689796	0.104369491	0.555461905
Phosphatidic Acid	PGAM2	0.208924315	0.507724672	0.066339581	0.272198185	0.104898064	0.556866789
Succinic acid;Methylmalonic acid	PGAM2	-0.322756857	-0.107452672	-0.016001134	0.057052112	0.108946256	0.568449985
Pyridoxamine-5-phosphate	PGAM2	-0.185605179	0.049401261	-0.042706714	0.057552062	0.109503502	0.570013836
D-Saccharic acid	PGAM2	-0.400204799	0.165688213	-0.055031365	0.140712239	0.11674389	0.591692808
L-Saccharopine	PGAM2	-0.227448788	-0.085984031	-0.011725174	0.047384662	0.117079713	0.592815439
D-Ribose 1-phosphate;D-Ribose 5-phosphate;D-Xylulose 5-phosphate	PGAM2	-0.142448607	0.159999671	-0.050101603	0.13476458	0.118990593	0.597610832
2-Deoxy-D-ribose	PGAM2	-0.102327781	0.297734584	0.051572203	0.15831656	0.119975963	0.600625507
Sarcosine	PGAM2	-0.111522886	0.180579353	-0.028159525	0.134826378	0.121572938	0.604009098
N-Acetyl-5-hydroxytryptamine	PGAM2	0.069261232	-0.168572001	-0.004171024	0.106494025	0.122647029	0.607222246
L-Serine;D-Serine	PGAM2	-0.165683606	-0.109393237	-0.014050661	0.061947159	0.123781052	0.609738441
L-Ornithine;D-Ornithine	PGAM2	-0.593235542	-0.215056386	0.011362401	0.147431071	0.124597177	0.611794346
N-Acetyl-L-aspartate	PGAM2	-0.2923731	0.205139751	-0.039344858	0.160675835	0.128108934	0.621252973
N-Formylanthranilic acid	PGAM2	0.094337596	-0.286235798	0.042432506	0.216062782	0.128217085	0.621427488
D-Fructose 6-phosphate;D-Galactose 1-phosphate;D-Glucose 1-phosphate;D-Glucose 6-phosphate;D-Mannose 1-phosphate;D-Mannose 6-phosphate	PGAM2	-0.363267984	0.169199314	-0.031837473	0.133491051	0.132068591	0.630891077
Adenosine diphosphate;Deoxyguanosine 5-diphosphate	PGAM2	-0.952505079	-0.25594124	-0.041999394	0.142361499	0.132888841	0.632628797
2-Amino-3-methoxybenzoic acid	PGAM2	-0.108048308	0.197480755	0.008192942	0.128576845	0.140973216	0.652778076
D-Cellobiose	PGAM2	-0.193805268	-0.122869475	-0.02933045	0.06426952	0.145553535	0.663650615
CDP-Glycerol	PGAM2	-0.331978009	0.134227041	0.023606017	0.077284116	0.152328432	0.678774053
Thymine	PGAM2	-0.069398897	0.18715884	0.008990482	0.126654207	0.159507265	0.694555595
4-Pyridoxic acid	PGAM2	0.125064523	-0.170074929	0.014915121	0.131806109	0.160467392	0.695668591
"2,5-Dihydroxybenzoic acid"	PGAM2	0.109492782	-0.195314253	0.035933846	0.166036749	0.163694644	0.701983046
Anserine	PGAM2	-0.05616413	0.039670952	-0.027945443	0.048625798	0.164363226	0.703109476
4-Hydroxyphenylacetylglycine	PGAM2	-0.139075357	-0.18146825	-0.080647176	0.073300561	0.168992752	0.712336536
Hypotaurine	PGAM2	-0.330536225	-0.083556985	-0.006510628	0.056336635	0.171435232	0.717963851
Isovaleric acid	PGAM2	-0.26641259	-0.098882037	-0.032348104	0.049181047	0.176107757	0.726937277
L-Alanine;Beta-alanine	PGAM2	-0.274637463	-0.11996628	-0.003541331	0.086507579	0.178355658	0.730500126
5-Methyltetrahydrofolic acid	PGAM2	-0.037258836	0.212816241	0.011264558	0.152168575	0.185327435	0.743944377
NADPH	PGAM2	-0.988757479	0.71347271	0.039772156	0.509342196	0.185939324	0.745145219
L-Fucose 1-phosphate	PGAM2	-0.298691794	0.122186158	-0.049031861	0.129789255	0.18710217	0.747568704
Thymidine	PGAM2	-0.110645793	0.179232971	-0.054789839	0.179453762	0.192204884	0.756256937
Adenine	PGAM2	-0.367707763	-0.187619831	0.054250622	0.186540529	0.194765156	0.761207391
Cytidine 5-diphosphocholine	PGAM2	-0.060404178	0.090541863	-0.024983564	0.089249641	0.195524617	0.762593853
Glutaric acid;Ethylmalonic acid	PGAM2	-0.288077223	-0.097565713	-0.018057094	0.061613116	0.196894611	0.764701634
Glucono delta-lactone	PGAM2	-0.321317359	-0.102203955	0.00702778	0.08480033	0.197709394	0.765933592
Phosphocreatine	PGAM2	-0.26908894	0.141927533	0.008635642	0.104388083	0.201641794	0.772435685
Metanephrine	PGAM2	-0.947891613	-0.35158054	-0.014406598	0.264488932	0.202375421	0.773652577
L-Fucose	PGAM2	-0.22750991	0.194533422	-6.32E-04	0.153281105	0.202929024	0.774405764
L-Malic acid	PGAM2	-0.464148118	0.103361601	-0.07870677	0.14332361	0.203966884	0.776520523
D-Ribose;D-Xylulose	PGAM2	-0.201160731	0.160908331	-0.010478227	0.135022753	0.204328335	0.777277929
3-Sulfopyruvic acid	PGAM2	-0.617938505	0.486128054	0.18289104	0.24084133	0.208003667	0.782937828
Dihydrothymine	PGAM2	-0.077664808	0.294868766	0.060968018	0.187048166	0.211122779	0.78703148
Folic acid	PGAM2	0.04448544	-0.276865036	0.086331984	0.293610092	0.216085393	0.795043138
(4R)-4-Hydroxy-L-glutamic acid	PGAM2	-0.24978009	0.115886991	5.26E-04	0.093739803	0.218454082	0.797362074
Flavin Mononucleotide	PGAM2	-0.260133773	-0.135731574	-0.017802898	0.096067994	0.21961434	0.799291969
L-Leucine;L-Isoleucine;L-Alloisoleucine	PGAM2	-0.19114605	0.046779516	-0.03123773	0.06399667	0.222812727	0.804564154
D-Glucosamine 6-phosphate	PGAM2	-0.279611832	0.129596081	-0.032196548	0.13384421	0.226734672	0.809597422
"D-Erythrono-1,4-lactone"	PGAM2	-0.35222224	-0.174024752	0.047117395	0.183361802	0.227801059	0.811179829
NAD	PGAM2	-0.29943171	0.214390281	-0.012554282	0.188752259	0.229231472	0.812865673
Ascorbate	PGAM2	-0.646438759	-0.436290872	-0.059774424	0.313454193	0.229679479	0.813260309
Epinephrine	PGAM2	-0.371824911	-0.148526245	-0.035947243	0.096559437	0.2436534	0.833490373
D-Glutamic acid	PGAM2	0.068662712	0.090599978	-0.056289382	0.127299788	0.248547178	0.838968668
D-Arabitol;Adonitol;D-Xylitol	PGAM2	-0.191351176	0.17808482	0.03784429	0.121675218	0.249082452	0.839647882
Galactinol;Trehalose	PGAM2	-0.054209604	0.070171402	-0.032400805	0.089122534	0.249768382	0.840076306
Nicotinamide hypoxanthine dinucleotide	PGAM2	-0.268951452	0.143601159	-0.002544117	0.127401437	0.25133028	0.842260596
Citric acid;Isocitric acid	PGAM2	-0.622708872	0.178724733	-0.041302577	0.192391459	0.252771366	0.843997083
Dephosphocoenzyme A	PGAM2	1.101904721	-0.702191526	-0.048616423	0.582845242	0.262137749	0.853889078
Phosphocholine	PGAM2	-0.325597994	-0.060274225	0.016990822	0.071721847	0.281351861	0.874049008
Stachyose	PGAM2	-0.208029382	-0.085848097	-0.018627558	0.063061052	0.28644187	0.877165567
"2,5-Dihydroxybenzaldehyde;4-Hydroxybenzoic acid"	PGAM2	0.427326397	0.192342056	0.033614555	0.148990867	0.28671733	0.877645698
Uridine 5-triphosphate	PGAM2	-1.932276691	0.268309965	-0.008674552	0.260957409	0.288500632	0.878729435
2-Deoxycytidine 5-monophosphate	PGAM2	-0.142574617	0.092918835	-0.043486291	0.13079186	0.296986482	0.887568689
Sucrose;Isomaltose	PGAM2	-0.252233293	-0.147005078	-0.013266395	0.129163499	0.300472042	0.891545624
D-Raffinose	PGAM2	-0.379901426	-0.169949472	-0.016111756	0.149286893	0.30278298	0.893566337
DL-2-Amino-3-phosphonopropionic acid	PGAM2	-0.291427322	-0.073285217	-0.015086768	0.0564972	0.302957388	0.893717858
Gamma-Glu-Cys	PGAM2	0.695177873	0.301421818	-0.030111852	0.323121192	0.30487506	0.895828015
L-Glutamic acid	PGAM2	-0.30913317	-0.073553789	-0.010400595	0.06264753	0.313420104	0.90226384
3-Furoic acid	PGAM2	-0.585814774	0.160533386	-0.03282869	0.192228895	0.314466102	0.903326027
DL-4-Hydroxy-3-methoxymandelic acid	PGAM2	-0.160036322	-0.082144017	-0.019970016	0.062089898	0.316655434	0.905954813
Thiamine pyrophosphate	PGAM2	-0.299522859	0.071249947	-0.010121686	0.081379168	0.317355318	0.906773796
2-Deoxyuridine	PGAM2	-0.152789359	0.146985096	-0.001343834	0.149900082	0.322409441	0.909752779
Phenethylamine	PGAM2	-0.109673615	0.087450794	-0.032189758	0.122224457	0.327649482	0.913828789
Uridine 5-diphosphoglucose;Uridine 5-diphosphogalactose	PGAM2	-0.277279513	0.22250701	0.062164717	0.164412531	0.329439366	0.915195497
DL-Mandelic acid	PGAM2	-0.018890435	-0.210599878	0.009433928	0.226271808	0.330835988	0.916605378
Dulcitol	PGAM2	-0.309549047	-0.120690055	-0.003208425	0.122328675	0.336865573	0.922828556
Adenosine	PGAM2	-0.078259131	-0.100334647	-0.008392168	0.095876908	0.337577008	0.923239251
UDP-Glucuronate	PGAM2	-0.802861017	-0.132075338	-0.01244129	0.125142959	0.339082816	0.924806656
Betaine	PGAM2	-0.169177295	0.086626968	-0.074082033	0.170075222	0.344695152	0.929992857
O-Phosphorylethanolamine	PGAM2	-0.378048524	-0.139119266	-0.023504711	0.122517487	0.34534466	0.930599945
Homocitrulline	PGAM2	-0.243745435	-0.071047402	2.06E-04	0.07560217	0.345945606	0.931002575
L-Arabinose;L-Ribulose;D-Xylose	PGAM2	-0.348246621	-0.100137686	-0.007335515	0.098996567	0.348538353	0.933235782
Guanine	PGAM2	-0.285639323	-0.092347909	0.021431217	0.121853844	0.350440914	0.934076106
1-Methylnicotinamide	PGAM2	-0.24948857	-0.037771657	0.007635251	0.0491359	0.355429773	0.938774874
D-Glucose;D-Mannose	PGAM2	-0.181097992	0.125678165	0.007293217	0.129706474	0.361392844	0.944201167
L-Histidine	PGAM2	-0.240160613	-0.067403758	-0.006338209	0.067509521	0.365705304	0.947143434
Dimethylaminopurine	PGAM2	0.0793144	0.179753868	0.028945225	0.168850758	0.371778153	0.949889424
L-alpha-Glycerophosphorylcholine	PGAM2	-0.264367269	0.288551545	0.133080602	0.180998971	0.390362381	0.960956642
Propionyl coenzyme A	PGAM2	-4.863825576	0.612017843	0.209956773	0.484866383	0.406979733	0.969000514
L-Cysteine	PGAM2	-0.11442512	0.027874923	-0.030172168	0.070281816	0.408850014	0.96950743
L-Phenylalanine	PGAM2	-0.105987015	0.023137378	-0.012057681	0.043037491	0.413484669	0.971843299
D-Glucuronic acid	PGAM2	-0.224150877	-0.054018766	-0.024862403	0.035990685	0.41787777	0.974187928
4-Guanidinobutyric acid	PGAM2	-0.111876393	-0.056522064	0.033210575	0.111543335	0.421128838	0.974655094
Glutaconic acid	PGAM2	-0.413178458	0.085115638	-0.026259707	0.138229618	0.42040024	0.974655094
Butyryl coenzyme A	PGAM2	-2.091896412	-0.151977296	-0.014470509	0.172428188	0.425176503	0.976404344
Thymidine monophosphate	PGAM2	-0.191774518	0.047828745	-0.053188984	0.127179154	0.427023882	0.977287056
Phosphatidylserine	PGAM2	-0.1228171	0.149802397	0.017773673	0.166275937	0.427175718	0.97731298
Crotonoyl coenzyme A	PGAM2	-3.716693784	-0.724412243	0.091053791	1.029717337	0.42840037	0.978256566
L-Cysteic acid	PGAM2	-0.177127328	-0.060412452	-0.017460025	0.054629618	0.431722216	0.980151609
Isovaleryl coenzyme A	PGAM2	-1.777325342	0.268943438	0.051184798	0.280246696	0.437144124	0.982900037
Histamine	PGAM2	-0.230374834	-0.077027894	-0.005089456	0.092997917	0.439197592	0.983630336
3-Hydroxy-3-methylglutaric acid	PGAM2	-0.174380881	-0.110307847	-0.002764622	0.140421561	0.443759746	0.98518652
"N,N-Diacetylchitobiose"	PGAM2	-0.296378226	0.066696951	-0.006212403	0.095535725	0.445366049	0.986017988
Coenzyme A	PGAM2	0.451651775	-0.347727026	0.101348374	0.599102681	0.453507687	0.99024243
Nicotinic acid	PGAM2	-0.197059996	0.078591143	0.018326192	0.08123791	0.45818861	0.9914567
1-Methylhistamine	PGAM2	-0.46494833	-0.134346148	-0.031966636	0.138148192	0.458642081	0.991535294
2-Oxo-4-methylthiobutanoic acid	PGAM2	-0.211763409	-0.048634991	0.051752479	0.135898149	0.460091387	0.99215409
D-Gluconic acid	PGAM2	-0.131769427	0.011223968	-0.024717419	0.049408225	0.466958099	0.994359961
L-Tyrosine	PGAM2	-0.168005208	0.065696387	-0.011081427	0.105738108	0.467769508	0.994359961
"2,3-Dihydroxypropyl hexopyranoside"	PGAM2	-0.238196209	0.08987456	5.43E-04	0.124395528	0.472680436	0.995278823
Porphobilinogen	PGAM2	-0.139851104	0.008446727	-0.017948607	0.037084508	0.476612326	0.996720098
D-Galactaric acid	PGAM2	-0.38544841	0.021359997	-0.020963823	0.060736695	0.485902288	0.998587827
D-Sorbitol	PGAM2	-0.22057067	0.080157123	7.22E-04	0.114219835	0.486766819	0.99860901
D-Fructose;D-Galactose;Myoinositol	PGAM2	-0.312217667	-0.089960721	-0.018372114	0.103198102	0.487869858	0.999290876
(R)-3-Hydroxybutyric acid	PGAM2	-0.412723368	-0.083991906	-0.040107909	0.116578554	0.706595129	0.99999496
1-Methyl-L-histidine	PGAM2	-0.645638978	-0.071781716	-0.014937963	0.166852039	0.733341787	0.99999496
"1,3-Diaminopropane"	PGAM2	-0.080738477	0.069309867	0.00580828	0.158470022	0.688628699	0.99999496
2-Aminoadipic acid	PGAM2	-0.322062924	-0.043139132	-0.014234918	0.05435813	0.594908353	0.99999496
2-Deoxyadenosine	PGAM2	-0.086974913	-0.169828639	-0.100487226	0.149000353	0.641661136	0.99999496
2-Deoxycytidine	PGAM2	-0.252034054	-0.031848756	0.066439214	0.185599355	0.596409654	0.99999496
2-Deoxyguanosine 5-monophosphate	PGAM2	-0.073166766	-0.004375185	-0.026160347	0.125055638	0.861705332	0.99999496
2-Deoxyinosine	PGAM2	-0.125366202	0.083036114	0.010548183	0.164895994	0.660228371	0.99999496
2-Deoxyribose-5-phosphate	PGAM2	-0.298339263	0.062404034	-0.017012334	0.136954525	0.561999589	0.99999496
2-Deoxyuridine 5-monophosphate	PGAM2	-0.103803931	0.049356602	-0.049836779	0.167448737	0.55359576	0.99999496
2-Ethylhydracrylic acid	PGAM2	-0.103876926	-0.078629239	-0.014736537	0.126043819	0.612218917	0.99999496
2-Hydroxybutyric acid;(S)-3-Hydroxybutyric acid;(R)-3-Hydroxybutyric acid;(R)-3-Hydroxyisobutyric acid;(S)-3-Hydroxyisobutyric acid	PGAM2	-0.142673092	-0.024221514	-0.012908211	0.119296631	0.924447173	0.99999496
2-Oxoadipic acid	PGAM2	-0.266767031	-0.032033094	-0.02053504	0.044946826	0.798094007	0.99999496
"2,3-Pyridinedicarboxylic acid"	PGAM2	-0.549379076	0.041798219	-0.05253562	0.165564564	0.568833222	0.99999496
3-Aminoisobutyric acid;L-2-Aminobutyric acid	PGAM2	-0.364315479	-0.00702015	-0.027267865	0.127068897	0.873397552	0.99999496
3-Aminopiperidin-2-one	PGAM2	-0.235599411	0.013117585	-0.008509285	0.049189297	0.660178906	0.99999496
3-Hydroxy-DL-kynurenine	PGAM2	-0.049047186	0.05485642	0.048049801	0.114937739	0.952776837	0.99999496
3-Hydroxyanthranilic acid	PGAM2	0.033797477	-7.15E-04	-0.026633082	0.126263217	0.837359291	0.99999496
3-Iodo-L-tyrosine	PGAM2	-0.067772131	-0.051705329	-0.012390677	0.07247637	0.587510015	0.99999496
3-Methoxytyramine	PGAM2	-0.105127182	0.001529141	-0.022532631	0.144413985	0.867671702	0.99999496
3-Methylglutaconic acid	PGAM2	-0.196308647	-0.022999112	-0.012379775	0.105999007	0.920198749	0.99999496
"3,3-Dimethylacrylic acid"	PGAM2	-0.25831193	0.003355915	-0.029881072	0.132535314	0.801985483	0.99999496
"3,4-Dihydroxyphenylacetic acid"	PGAM2	0.028761106	0.071331308	-0.007108282	0.184611494	0.670916814	0.99999496
"3,5-Diiodo-L-tyrosine"	PGAM2	-0.096983031	0.01025112	-0.014303738	0.094513342	0.795015674	0.99999496
4-Hydroxyphenylpyruvic acid	PGAM2	-0.187567094	-0.055835732	-0.012745134	0.077325775	0.577349471	0.99999496
4-Imidazoleacetic acid	PGAM2	-0.206856466	0.006391703	0.016721076	0.039582766	0.794126181	0.99999496
4-Imidazoleacrylic acid	PGAM2	-0.203051963	0.018138657	0.031540443	0.050938402	0.792475135	0.99999496
4-Phenylbutanoic acid	PGAM2	-0.033219932	-0.040088721	-0.016544143	0.100180175	0.814191404	0.99999496
5-Hydroxy-L-tryptophan	PGAM2	-0.299141393	-0.024583585	0.025080247	0.198649085	0.802581271	0.99999496
5-Methoxytryptamine	PGAM2	0.025476758	0.012311951	0.04840221	0.175500936	0.837071034	0.99999496
5-Methyluridine	PGAM2	-0.20024499	5.24E-04	0.023170685	0.065899259	0.73110016	0.99999496
Acetyl coenzyme A	PGAM2	-1.242901857	0.13110907	-0.043366561	0.374016088	0.640863146	0.99999496
Acetylamino-acetic acid	PGAM2	-0.067719762	0.06394797	-0.040650891	0.162734919	0.520382377	0.99999496
Acetylcholine	PGAM2	-0.394020492	-0.030879505	-0.010488324	0.102556565	0.842396796	0.99999496
Adenosine 5-phosphosulfate	PGAM2	-1.15623364	-0.004524093	0.026269935	0.057257564	0.590704156	0.99999496
Adenosine monophosphate	PGAM2	0.215569695	0.082253636	-0.005934305	0.253751087	0.728187778	0.99999496
Adenosine triphosphate;Deoxyguanosine triphosphate	PGAM2	-1.671435572	-0.025735256	-0.015531587	0.242262009	0.966404375	0.99999496
Agmatine	PGAM2	-0.249188142	-0.051812237	0.019330203	0.114865106	0.535681589	0.99999496
AICAR	PGAM2	-0.184053495	-0.064038712	-0.071418722	0.121216151	0.951452341	0.99999496
Anthranilate	PGAM2	-0.269594665	-0.02323189	0.020082875	0.065268016	0.506917823	0.99999496
Betaine aldehyde	PGAM2	-0.376716307	0.034002669	-0.04639906	0.1399977	0.565759733	0.99999496
Betaine aldehyde hydrate	PGAM2	-0.432937971	-0.072952931	-0.035201366	0.123751297	0.760320491	0.99999496
Biocytin	PGAM2	-0.052324098	0.012901074	-0.01751799	0.051332463	0.553456095	0.99999496
Biotin	PGAM2	-0.187471619	-0.009514195	0.008259173	0.072580161	0.806550008	0.99999496
Cadaverine	PGAM2	-0.275740748	-0.069277417	-0.048758896	0.151809173	0.892485407	0.99999496
Carnitine	PGAM2	-0.23903084	0.030026467	0.001665506	0.071956479	0.693477324	0.99999496
CDP-ethanolamine	PGAM2	-0.206268317	-0.027764852	-0.002177118	0.046905148	0.585395369	0.99999496
Choline	PGAM2	-0.369123153	-0.09101197	-0.042516728	0.177924003	0.785190274	0.99999496
